(4976,-4096)
(5952,-2472)
(5916,4392)
(6724,6888)
(1776,-176)
(9464,-1764)
(108,-3996)
(-8848,-6320)
(8836,1360)
(1764,-9464)
(6588,6040)
(-9224,-5760)
(-7156,-8184)
(-6940,2488)
(-364,-7360)
(1788,-10724)
(3860,7224)
(-5460,4952)
(-1876,6164)
(4792,11560)
(-7288,-1076)
(3844,-10172)
(1576,840)
(-1264,-6320)
(8100,3776)
(6652,5968)
(-5336,-528)
(-8660,2216)
(-9672,-7936)
(-484,8924)
(-4976,-4096)
(5360,-3576)
(-2592,8552)
(5444,7936)
(-9672,7936)
(5760,9224)
(4636,-7640)
(-5260,-1044)
(6632,-8616)
(1264,8848)
(3776,-8100)
(1044,5260)
(2680,9244)
(1248,6324)
(8152,-800)
(-9416,1996)
(-2904,2748)
(-7148,5364)
(1864,6168)
(2980,-4460)
(7936,9672)
(-120,-9628)
(1076,-7288)
(-1744,8768)
(0,0)
(0,0)
(0,0)
(8768,-1744)
(4084,-4984)
(-7292,-1088)
(4392,5916)
(-3968,500)
(2904,-2748)
(5360,3576)
(7360,364)
(3472,-1980)
(8152,804)
(4388,5920)
(7288,1076)
(2440,-12272)
(-9568,-1060)
(-8848,8848)
(-628,6416)
(-2460,5960)
(-4984,-4084)
(2216,8660)
(636,-6412)
(9416,-1996)
(6168,1864)
(5360,0)
(3940,-672)
(-992,1488)
(-8928,388)
(-6724,-6888)
(7288,1076)
(10868,340)
(1792,-7148)
(-6320,6320)
(9568,-1060)
(10868,-340)
(-4084,4984)
(-8660,2216)
(6660,3152)
(-6940,2488)
(3860,-7224)
(-3576,5360)
(7516,6016)
(7432,4968)
(1132,1380)
(-2216,8660)
(-6588,6040)
(-3856,1056)
(8616,6632)
(-6320,-3792)
(-8616,6632)
(10172,-3844)
(-728,-10848)
(6324,-1248)
(-4392,-5916)
(-7936,-5444)
(364,7360)
(0,1784)
(-1712,-520)
(-10400,-6952)
(-2124,8680)
(3584,-5356)
(-6940,2480)
(-1744,8768)
(-7368,6196)
(-8848,-1264)
(-4728,2528)
(1764,-9464)
(1228,-12452)
(-4792,11560)
(6164,-1876)
(-484,8924)
(-4824,-9744)
(1788,-3572)
(3784,-6324)
(-3472,1980)
(-8152,-800)
(-4956,2052)
(-4084,-4984)
(1056,3856)
(-4948,5464)
(-1264,-1264)
(-9568,1060)
(-10172,3844)
(-3732,1428)
(-3424,8256)
(-8680,2124)
(6952,10400)
(672,-3940)
(5360,-3576)
(-7360,-364)
(-5952,2472)
(5668,6908)
(-6324,-1248)
(-7640,-4636)
(3148,-6664)
(-4948,5464)
(6320,-3792)
(628,-6416)
(-4552,-4564)
(-1428,-3732)
(-1088,7292)
(6412,636)
(-9416,1996)
(3860,-7224)
(5360,0)
(520,-1712)
(8428,-2964)
(-5916,-4392)
(2456,10592)
(-4984,4084)
(-348,1756)
(-10304,-3480)
(-8848,8848)
(1060,9568)
(-8768,1744)
(-876,8892)
(-3584,-5356)
(-2124,-8680)
(1488,-992)
(-6168,-1864)
(-1788,7148)
(4976,-4096)
(-7444,7924)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-5460,-4952)
(-3632,-11976)
(-7148,-1788)
(-3940,672)
(-7924,-7444)
(3648,1628)
(6724,6888)
(176,1776)
(-3148,6664)
(7148,1792)
(-8848,3792)
(-3044,5680)
(348,1756)
(-1428,-3732)
(-7292,-1088)
(8184,-7156)
(-1996,-9416)
(-11976,3632)
(-5360,-3576)
(3860,7224)
(3472,-1980)
(-7936,-9672)
(-5920,4388)
(-728,10848)
(-1764,-9464)
(7148,1792)
(-6320,8848)
(3260,2308)
(-7364,-360)
(4084,-4984)
(-4388,5920)
(884,-3896)
(-2488,-6940)
(-520,-1712)
(1788,3572)
(-520,1712)
(-4952,-5460)
(884,3896)
(4792,11560)
(5684,3032)
(7364,-360)
(7368,-6196)
(-3792,-6320)
(-3996,108)
(-3148,-6664)
(-1776,-176)
(5920,4388)
(-8152,804)
(1488,-992)
(-828,9592)
(-5360,-3576)
(9592,-828)
(-4952,-5460)
(7156,-8184)
(4388,5920)
(-2480,-6940)
(-360,-7364)
(3996,108)
(-1264,1264)
(840,1576)
(4564,-4552)
(-1228,12452)
(3424,-8256)
(-7936,9672)
(10400,-6952)
(-364,-7360)
(0,12512)
(-3632,11976)
(5952,-2472)
(4640,-8432)
(-4792,-11560)
(176,1776)
(-12272,-2440)
(4948,-5464)
(-6320,-3792)
(5900,11036)
(1056,-3856)
(-176,1776)
(-2456,10592)
(-3152,6660)
(-992,-1488)
(7516,-6016)
(1788,10724)
(3860,7224)
(-5460,4952)
(-3896,884)
(2456,10592)
(1776,-176)
(6664,3148)
(1792,-7148)
(-1264,1264)
(7148,-1792)
(3844,10172)
(-176,1776)
(1652,684)
(-6660,-3152)
(-9416,1996)
(3632,11976)
(-3576,5360)
(-7516,-6016)
(3472,-1980)
(-636,-6412)
(4792,11560)
(-1076,7288)
(-1764,-9464)
(10304,3480)
(1264,-3792)
(1792,7148)
(-6664,3148)
(4084,-4984)
(-1088,7292)
(8152,-800)
(4952,-5460)
(672,-3940)
(5360,3576)
(1712,520)
(-5460,4952)
(3896,-884)
(-6724,-6888)
(9244,2680)
(10868,340)
(0,0)
(0,0)
(0,0)
(3160,-2448)
(6940,2480)
(2456,-10592)
(-6660,-3152)
(-1488,992)
(7360,-364)
(-7148,5364)
(7360,364)
(-992,1488)
(8152,804)
(9224,-5760)
(2132,3380)
(3844,-10172)
(7148,1792)
(-6320,-3792)
(-4948,-5464)
(1744,8768)
(1076,7288)
(684,-1652)
(1380,1132)
(992,1488)
(-7516,6016)
(12512,0)
(3632,-11976)
(-2488,6940)
(-6908,5668)
(-9628,120)
(-1228,-12452)
(10868,340)
(-108,3996)
(-8848,-8848)
(-10304,3480)
(360,-7364)
(-9244,2680)
(1248,6324)
(-8184,7156)
(5444,-7936)
(3860,-7224)
(-1784,0)
(-1864,-6168)
(7936,-5444)
(7156,-8184)
(6724,6888)
(2480,6940)
(-3148,6664)
(628,6416)
(-8848,3792)
(3044,-5680)
(3856,1056)
(7288,-1076)
(-4388,5920)
(9424,5420)
(992,1488)
(5288,-7208)
(0,1784)
(2748,-2904)
(-2488,6940)
(-9672,7936)
(-2456,-10592)
(-176,-1776)
(-8068,-5248)
(10304,3480)
(-3792,6320)
(7368,6196)
(10172,-3844)
(-7288,1076)
(120,-9628)
(-6412,-636)
(-500,-3968)
(364,7360)
(1788,-7148)
(-3784,6324)
(-6448,-8)
(-8152,-800)
(-5920,4388)
(-1776,176)
(-3856,1056)
(3044,5680)
(8848,-3792)
(8616,-6632)
(2448,3160)
(1228,-12452)
(-1088,7292)
(-4640,-8432)
(-5460,-4952)
(4976,4096)
(3572,-1788)
(-1864,-6168)
(3968,500)
(-5420,-9424)
(-11560,4792)
(-2680,9244)
(-2460,-5960)
(-7368,6196)
(-6320,-3792)
(7148,-1792)
(7364,360)
(-1776,-176)
(684,-1652)
(3648,-1628)
(1488,-992)
(3860,-7224)
(-1788,-3572)
(11976,3632)
(-10400,-6952)
(-9424,5420)
(6888,-6724)
(12452,-1228)
(-10172,-3844)
(7368,-6196)
(-1264,-6320)
(-7368,-6196)
(-12272,2440)
(2480,-6940)
(-7292,-1088)
(9672,7936)
(-5952,-2472)
(520,1712)
(5364,7148)
(1712,520)
(9908,4476)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
